titulo;provincia;fecha_publicacion;descripcion;provinciaalternativa;fuentecontenido;idlocalidad;localidad;latitud;longitud;codigo_localidad;identificador;actualizacionmetadatos;enlace_al_contenido;posicion
CONDUCTORES DE CAMIÓN T.I.R. (TRANSPORTE INTERNACIONAL);León;2023-10-20;<p>OFERTA 19824 DE CONDUCTOR DE TRAILER (TRANSPORTE INTERNACIONAL) PARA EMPRESA EN SARIEGOS. CONTRATO INDEFINIDO.JORNADA COMPLETA.NECESARIO PERMISO DE CONDUCIR C+E.CAP Y TACOGRAFO EN VIGOR.36 MESES DE EXPERIENCIA.SE REQUIERE SABER ESPAÑOL, INGLES Y FRANCES.INTERSADOS/AS LLAMAR DE 9 A 14 A OFICINA DE EMPLEO LEON II (SERNA) 987215200.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320742'>Oficina Virtual</a></p>;;ECYL;1179297951609;Sariegos;42.6525;-5.6343865;24;1285325453067;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325453067/Empleo;42.6524999990598, -5.634386499999999
FISIOTERAPEUTAS, EN GENERAL;Burgos;2023-10-20;<p>SE QUIERE CUBRIR 1 PUESTO DE FISIOTERAPEUTA PARA CENTRO DE DIA EN BURGOS CAPITAL PARA LAS FUNCIONES PROPIAS DEL PUESTO. OFRECEN CONTRATO INDEFINIDO, JORNADA PARCIAL( 17 HORAS/SEMANA), HORARIO A CONVENIR. DESEABLE CONOCIMIENTOS EN EL MANEJO DEL PROGRAMA RESIPLUS. ES PRECISO TENER LA DIPLOMATURA/GRADO EN FISIOTERAPIA. SI ESTA INTERESAD@ EN LA OFERTA ENVIE EMAIL A ecylcalzadas@jcyl.es ( INTERESAD@ OFERTA FISIOTERAPEUTA_19827) INDICANDO SU NOMBRE,APELLIDOS Y NÚMERO DNI/NIE. SOLO SE ATENDERÁN LAS CANDIDATURAS DE LAS PERSONAS QUE REUNAN EL PERFIL Y ESTÉN INSCRITAS EN UNA OFICINA DE EMPLEO. MUCHAS GRACIAS.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320745'>Oficina Virtual</a></p>;;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285325452937;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325452937/Empleo;42.340823556560686, -3.702058690830001
ENFERMEROS DE CUIDADOS GENERALES;Burgos;2023-10-20;"<p>SE NECESITA ENFERMERO/A PARA VILLARCAYO (BURGOS)
REQUISITOS: DIPLOMATURA O GRADO EN ENFERMERÍA.
SE OFRECE CONTRATO INDEFINIDO JORNADA PARCIAL EN HORARIO DE 13:00 A 15:00HS DE LUNES A VIERNES.
INTERESADOS/AS LLAMAR A LA OFICIAN DE EMPLEO DE VILLARCAYO TELF. 947131053</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320741'>Oficina Virtual</a></p>";;ECYL;1179297735539;Villarcayo de Merindad de Castilla La Vieja;42.939262;-3.573877;09;1285325415643;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325415643/Empleo;42.93926199905909, -3.573877
ASISTENTES DOMICILIARIOS;Zamora;2023-10-19;"<p>Oferta Nº 19755 de ASITENTE PERSONAL/ACOMPAÑANTE DE PERSONAS para Palacios del Pan (Zamora).
Los Interesados/as deben enviar el curriculum a ecyldoctorfleming.ofertas@jcyl.es (indicando en el asunto el número de la oferta).
Funciones: Acompañamiento dentro y fuera del domicilio. Apoyo en labores domésticas. Supervisión y apoyo en la higiene personal.
Condiciones: Contrato indefinido a jornada parcial. Horario de mañana. Incorporación inmediata.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320673'>Oficina Virtual</a></p>";;ECYL;1179469404284;Palacios del Pan;41.60211;-5.875169;49;1285325040368;2023-10-19;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325040368/Empleo;41.60210999906322, -5.875168999999999
AUXILIARES DE ENFERMERÍA DE GERIATRÍA;Burgos;2023-10-19;"<p>SE NECESITA AUXILIAR DE GERIATRÍA PARA RESIDENCIA DE PERSONAS MAYORES EN TRESPADERNE (BURGOS)
INTERESADOS/AS ENVIAR CV A info@residenciatrespaderne.es</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320669'>Oficina Virtual</a></p>";;ECYL;1179297632526;Trespaderne;42.33172;-3.7059214;09;1285325040284;2023-10-19;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325040284/Empleo;42.33171999906071, -3.7059214000000003
CONDUCTORES DE CAMIÓN T.I.R. (TRANSPORTE INTERNACIONAL);Valladolid;2023-10-19;<p>Empresa de transportes con sede en el municipio de OLMEDO, necesita cubrir 3 puestos de trabajo de CONDUCTOR DE CAMIÓN T.I.R (TRANSPORTE INTERNACIONAL), en régimen de CONTRATO LABORAL INDEFINIDO, en JORNADA COMPLETA.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320616'>Oficina Virtual</a></p>;;ECYL;1179469269587;Olmedo;41.290646;-4.680728;47;1285324996429;2023-10-19;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324996429/Empleo;41.290645999064466, -4.680728000000001
MÉDICOS, MEDICINA GENERAL;Valladolid;2023-10-19;<p>Residencia de mayores sita en el municipio de MEDINA DEL CAMPO necesita cubrir un puesto de trabajo de MÉDICO DE ATENCIÓN PRIMARIA, en régimen de CONTRATO LABORAL INDEFINIDO y JORNADA PARCIAL. Ofrece salario según convenio.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320567'>Oficina Virtual</a></p>;;ECYL;1179469263156;Medina del Campo;41.308163;-4.915477;47;1285324996401;2023-10-19;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324996401/Empleo;41.30816299906439, -4.915477
Electromecánicos/as para Burgo de Osma (Soria);Soria;2023-10-18;"<p><em>Acciona - Service</em> selecciona <strong>ELECTROMECÁNICOS/AS</strong> para Burgo de Osma (Soria).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Realizar mantenimiento y reparación de equipos electromecánicos.</li>
<li>Cumplir los estándares de calidad y seguridad.</li>
<li>Colaborar en la identificación y solución de problemas técnicos.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Título de formación profesional de grado superior - Electricidad y Electrónica.</li>
<li>Experiencia de al menos 1 año.</li>
<li>Imprescindible provincia puesto vacante.</li>
<li>Conocimiento de las normativas de calidad y seguridad.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada completa.</li>
<li>Horario: de 07:00 a 15:00 horas (de lunes a viernes).</li>
<li>Salario: según convenio + variables.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net/' target='_blank'>https://www.infojobs.net/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/burgo-de-osma-ciudad-de-osma/electromecanicos/of-i7e48afecd64fb6951996ffd36b8487' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100157' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179469126353;Burgo de Osma-Ciudad de Osma;41.588287;-3.0754032;42;1285324823103;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324823103/Empleo;41.58828699906326, -3.0754032
Mecánico/a de mantenimiento para Soria;Soria;2023-10-18;"<p><em>Máquinas Recreativas Garmo, S.L. </em>selecciona <strong>MECÁNICO/A DE MANTENIMIENTO</strong> para Soria.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Instalación, mantenimiento y reparación de máquinas recreativas.</li>
<li>Recaudación de las máquinas.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Título de formación profesional de grado medio - Electricidad y Electrónica.</li>
<li>Español, nivel nativo o bilinge.</li>
<li>Experiencia de al menos 1 año.</li>
<li>Imprescindible carnet de conducir B.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada completa.</li>
<li>Horario: de 09:30 - 14:00 y de 16:00 a 19:00 horas.</li>
<li>Salario: 21.000 - 24.000euros bruto/año.</li>
<li>Vehículo de empresa.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net/' target='_blank'>https://www.infojobs.net/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/soria/mecanico-mantenimiento/of-i74609c6d4143ffa797f28c75ec9466' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100230' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179469197687;Soria;41.76443;-2.463772;42;1285324823047;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324823047/Empleo;41.7644299990626, -2.463772
3 Operarios/as producción con FP - carretilleros/as para Villadangos del Páramo (León);León;2023-10-18;"<p><em>Randstad</em> selecciona <strong>3 OPERARIOS/AS DE PRODUCCIÓN CON FP - CARRETILLEROS/AS</strong> para empresa dedicada a la manufactura y comercialización de envases de hojalata ubicada en Villadangos del Páramo (León).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Realizar controles de calidad y pruebas</li>
<li>Proporcionar la materia prima a las máquinas de producción</li>
<li>Supervisar los procesos de producción</li>
<li>Realizar mantenimiento a equipos</li>
<li>Utilizar maquinaria esencial para la producción</li>
<li>Controlar las mercancías y materia prima que se almacene</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Ciclo Formativo Grado Medio o Grado Superior relacionado con el sector industrial: Instalaciones Electrotécnicas, Electricidad y Electrónica, Automatización y Robótica o similar</li>
<li>Experiencia mínima de al menos 3 años</li>
<li>Carnet y experiencia en el manejo de carretillas elevadoras</li>
<li>Disponibilidad de incorporación inmediata</li>
<li>Disponibilidad para el trabajo a turnos</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato temporal</li>
<li>Jornada completa</li>
<li>Horario de trabajo a turnos rotativos semanales de mañana-tarde-noche</li>
<li>Salario bruto de 11 euros/hora</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/villadangos-del-paramo/fp-operario-produccion-carretillero-temporal/of-i57a44430f545b2adb926a1fec1869c?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100222' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298009177;Villadangos del Páramo;42.516865;-5.7671404;24;1285324823019;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324823019/Empleo;42.51686499906017, -5.767140399999999
Ingeniero/a - jefe/a turno para Segovia;Segovia;2023-10-18;"<p><em>Acciona - Service</em> selecciona <strong>INGENIERO/A - JEFE/A TURNO (SECTOR LOGÍSTICO)</strong> para Segovia.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Planificar y asignar tareas al personal del turno. </li>
<li>Medir y controlar los objetivos de productividad.</li>
<li>Supervisar y coordinar las actividades del servicio.</li>
<li>Supervisar y garantizar los procedimientos operativos estándar...</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Título de Graduado en E.S.O.</li>
<li>Experiencia de al menos 1 año.</li>
<li>Imprescindible provincia puesto vacante.</li>
<li>Conocimientos en gestión de inventario, 5S, mejora continua, seguridad, transporte...</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada completa.</li>
<li>Salario: 27.000 - 30.000euros bruto/año.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. </p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/segovia/ingeniero-jefe-turno-sector-logistico/of-iccfcc90e9444ecb1a2cbc3028b95a8' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100160' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298563848;Segovia;40.94356;-4.1130023;40;1285324822963;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822963/Empleo;40.94355999906599, -4.1130023
Técnico/a de mantenimiento de vehículos para Palencia;Palencia;2023-10-18;"<p>Panfer camiones y autobuses SL necesita incorporar un/a <strong>TÉCNICO MANTENIMIENTO VEHÍCULOS</strong> para Palencia.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Bajo la supervisión del jefe de taller se encargará de realizar las operaciones de reparación y mantenimiento de vehículos</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Ciclo Formativo Grado Medio</li>
<li>Experiencia mínima al menos 1 año</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido</li>
<li>Jornada completa</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/palencia/tecnico-mantenimiento-vehiculos/of-ia0b483b890447ab26201ac5d56b353?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100278' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298103860;Palencia;42.01112;-4.532032;34;1285324822708;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822708/Empleo;42.01111999906173, -4.532032000000001
Cocinera/o para Valladolid;Valladolid;2023-10-18;"<p style='text-align: justify;'><em>Seral</em> selecciona <strong>COCINERA/O</strong> para uno de sus centros ubicado en Valladolid, para la cocina de una comunidad religiosa (turno central).</p>
<p style='text-align: justify;'><strong>Funciones:</strong></p>
<ul style='text-align: justify;'>
<li>Correcta elaboración de las comidas del centro de 16 comensales</li>
<li>Control y cuidado de la conservación y aprovechamiento de los productos e instalaciones puestas a su disposición</li>
<li>Capacidad organizativa del puesto de trabajo</li>
<li>Elaboración de pedidos e inventarios</li>
<li>Cumplimiento de las políticas y procedimientos de limpieza e higiene en el trabajo</li>
</ul>
<p style='text-align: justify;'><strong>Requisitos</strong>:</p>
<ul style='text-align: justify;'>
<li>Nivel de estudios Educación Secundaria Obligatoria o equivalente</li>
<li>Mínimo 2 años de experiencia como cocinero/a. Valorable en el sector de restauración de colectividades</li>
<li>Incorporación inmediata</li>
</ul>
<p style='text-align: justify;'><strong>Se ofrece</strong>:</p>
<ul style='text-align: justify;'>
<li>Contrato indefinido</li>
<li>Jornada 21 horas semanales</li>
<li>Horario de 09:45 a 16:00</li>
<li>Jornada de trabajo de lunes a domingo una semana y se descansa otra</li>
<li>Incorporación inmediata</li>
</ul>
<p style='text-align: justify;'><strong>Para solicitar</strong>:</p>
<ul>
<li style='text-align: justify;'>En el <strong>enlace</strong> adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta</strong>.</li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='http://www.infojobs.net' target='_blank'>http://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/valladolid/cociner-valladolid-turno-central/of-i3948b740ef45e0a09eba7071b25767?applicationOrigin=search-new%7Cversion%7Ebackpack_sorted_no_norm&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100210' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179469311668;Valladolid;41.652252;-4.724532;47;1285324822607;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822607/Empleo;41.65225199906301, -4.724532000000001
